72	Z4	0,15 0,15 0,25 0,32 0,14 	0,23 0,23 0,23 0,23 0,08 
73	Z4	0,15 0,15 0,24 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
74	Z3	0,15 0,15 0,24 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
75	Z4	0,14 0,14 0,24 0,32 0,16 	0,23 0,23 0,23 0,23 0,08 
76	Z3	0,14 0,14 0,23 0,32 0,16 	0,23 0,23 0,23 0,23 0,08 
77	Z4	0,14 0,14 0,23 0,32 0,17 	0,23 0,23 0,23 0,23 0,08 
78	Z3	0,14 0,14 0,23 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
79	Z2	0,14 0,14 0,24 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
80	Z3	0,14 0,14 0,23 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
81	Z4	0,13 0,13 0,23 0,33 0,17 	0,23 0,23 0,23 0,23 0,08 
82	Z3	0,13 0,13 0,23 0,34 0,17 	0,23 0,23 0,23 0,23 0,08 
83	Z3	0,13 0,13 0,23 0,35 0,17 	0,23 0,23 0,23 0,23 0,08 
84	Z2	0,13 0,13 0,24 0,34 0,16 	0,23 0,23 0,23 0,23 0,08 
85	Z1	0,13 0,14 0,23 0,34 0,16 	0,23 0,23 0,23 0,23 0,08 
86	Z1	0,13 0,15 0,23 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
87	Z0	0,14 0,15 0,23 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
88	Z0	0,15 0,15 0,22 0,33 0,16 	0,23 0,23 0,23 0,23 0,08 
89	Z1	0,14 0,16 0,22 0,32 0,16 	0,23 0,23 0,23 0,23 0,08 
90	Z2	0,14 0,15 0,23 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
91	Z2	0,14 0,15 0,24 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
92	Z1	0,14 0,16 0,24 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
93	Z2	0,14 0,16 0,24 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
94	Z2	0,14 0,16 0,25 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
95	Z3	0,14 0,16 0,25 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
96	Z3	0,13 0,15 0,25 0,32 0,14 	0,23 0,23 0,23 0,23 0,08 
97	Z4	0,13 0,15 0,24 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
98	Z3	0,13 0,15 0,24 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
99	Z2	0,13 0,15 0,25 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
100	Z2	0,13 0,15 0,26 0,32 0,15 	0,23 0,23 0,23 0,23 0,08 
101	Z2	0,13 0,15 0,26 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
102	Z2	0,13 0,15 0,27 0,31 0,15 	0,23 0,23 0,23 0,23 0,08 
103	Z2	0,13 0,14 0,28 0,31 0,14 	0,23 0,23 0,23 0,23 0,08 
104	Z2	0,12 0,14 0,29 0,30 0,14 	0,23 0,23 0,23 0,23 0,08 
105	Z2	0,12 0,14 0,29 0,30 0,14 	0,23 0,23 0,23 0,23 0,08 
106	Z2	0,12 0,14 0,30 0,30 0,14 	0,23 0,23 0,23 0,23 0,08 
107	Z2	0,12 0,14 0,31 0,30 0,14 	0,23 0,23 0,23 0,23 0,08 
108	Z2	0,12 0,14 0,31 0,29 0,14 	0,23 0,23 0,23 0,23 0,08 
109	Z1	0,12 0,15 0,31 0,29 0,14 	0,23 0,23 0,23 0,23 0,08 
110	Z1	0,12 0,15 0,31 0,29 0,14 	0,23 0,23 0,23 0,23 0,08 
111	Z1	0,12 0,16 0,30 0,29 0,13 	0,23 0,23 0,23 0,23 0,08 
112	Z0	0,12 0,16 0,30 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
113	Z0	0,13 0,16 0,30 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
114	Z0	0,14 0,16 0,30 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
115	Z1	0,14 0,16 0,29 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
116	Z0	0,15 0,16 0,29 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
117	Z0	0,15 0,16 0,29 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
118	Z0	0,16 0,16 0,29 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
119	Z0	0,17 0,16 0,28 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
120	Z0	0,17 0,16 0,28 0,26 0,12 	0,23 0,23 0,23 0,23 0,08 
121	Z0	0,18 0,16 0,28 0,26 0,12 	0,23 0,23 0,23 0,23 0,08 
122	Z0	0,19 0,15 0,28 0,26 0,12 	0,23 0,23 0,23 0,23 0,08 
123	Z1	0,19 0,16 0,27 0,26 0,12 	0,23 0,23 0,23 0,23 0,08 
124	Z1	0,18 0,17 0,27 0,26 0,12 	0,23 0,23 0,23 0,23 0,08 
125	Z1	0,18 0,17 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
126	Z1	0,18 0,18 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
127	Z1	0,18 0,19 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
128	Z2	0,18 0,19 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
129	Z3	0,18 0,18 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
130	Z4	0,18 0,18 0,27 0,25 0,12 	0,23 0,23 0,23 0,23 0,08 
131	Z4	0,17 0,18 0,27 0,25 0,13 	0,23 0,23 0,23 0,23 0,08 
132	Z4	0,17 0,18 0,26 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
133	Z4	0,17 0,18 0,26 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
134	Z3	0,17 0,18 0,26 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
135	Z4	0,17 0,18 0,26 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
136	Z4	0,17 0,18 0,26 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
137	Z3	0,17 0,17 0,25 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
138	Z2	0,17 0,17 0,26 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
139	Z1	0,16 0,18 0,26 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
140	Z1	0,16 0,18 0,26 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
141	Z0	0,17 0,18 0,25 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
142	Z0	0,17 0,18 0,25 0,24 0,15 	0,23 0,23 0,23 0,23 0,08 
143	Z0	0,18 0,18 0,25 0,24 0,15 	0,23 0,23 0,23 0,23 0,08 
144	Z0	0,19 0,18 0,25 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
145	Z0	0,19 0,18 0,25 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
146	Z0	0,20 0,18 0,24 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
147	Z1	0,20 0,18 0,24 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
148	Z2	0,19 0,18 0,25 0,23 0,14 	0,23 0,23 0,23 0,23 0,08 
149	Z3	0,19 0,18 0,25 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
150	Z4	0,19 0,18 0,25 0,24 0,15 	0,23 0,23 0,23 0,23 0,08 
151	Z3	0,19 0,18 0,24 0,24 0,14 	0,23 0,23 0,23 0,23 0,08 
152	Z3	0,19 0,18 0,24 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
153	Z4	0,19 0,18 0,24 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
154	Z3	0,19 0,17 0,24 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
155	Z3	0,19 0,17 0,24 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
156	Z4	0,18 0,17 0,24 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
157	Z4	0,18 0,17 0,23 0,25 0,16 	0,23 0,23 0,23 0,23 0,08 
158	Z3	0,18 0,17 0,23 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
159	Z4	0,18 0,17 0,23 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
160	Z3	0,18 0,17 0,23 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
161	Z3	0,18 0,17 0,23 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
162	Z3	0,18 0,17 0,23 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
163	Z3	0,18 0,16 0,23 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
164	Z4	0,18 0,16 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
165	Z4	0,17 0,16 0,22 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
166	Z3	0,17 0,16 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
167	Z3	0,17 0,16 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
168	Z4	0,17 0,16 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
169	Z3	0,17 0,16 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
170	Z4	0,17 0,16 0,22 0,28 0,18 	0,23 0,23 0,23 0,23 0,08 
171	Z3	0,17 0,16 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
172	Z4	0,17 0,16 0,21 0,28 0,18 	0,23 0,23 0,23 0,23 0,08 
173	Z3	0,17 0,16 0,21 0,29 0,18 	0,23 0,23 0,23 0,23 0,08 
174	Z2	0,17 0,15 0,22 0,29 0,18 	0,23 0,23 0,23 0,23 0,08 
175	Z1	0,16 0,16 0,22 0,28 0,18 	0,23 0,23 0,23 0,23 0,08 
176	Z0	0,17 0,16 0,21 0,28 0,18 	0,23 0,23 0,23 0,23 0,08 
177	Z0	0,17 0,16 0,21 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
178	Z1	0,17 0,16 0,21 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
179	Z1	0,17 0,17 0,21 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
180	Z2	0,17 0,17 0,22 0,28 0,17 	0,23 0,23 0,23 0,23 0,08 
181	Z1	0,17 0,17 0,21 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
182	Z2	0,17 0,17 0,22 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
183	Z2	0,17 0,17 0,22 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
184	Z2	0,17 0,17 0,23 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
185	Z1	0,17 0,17 0,23 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
186	Z0	0,17 0,17 0,22 0,27 0,17 	0,23 0,23 0,23 0,23 0,08 
187	Z0	0,18 0,17 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
188	Z0	0,18 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
189	Z0	0,18 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
190	Z0	0,19 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
191	Z0	0,19 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
192	Z0	0,20 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
193	Z0	0,20 0,16 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
194	Z1	0,20 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
195	Z1	0,20 0,17 0,21 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
196	Z1	0,20 0,18 0,21 0,25 0,16 	0,23 0,23 0,23 0,23 0,08 
197	Z1	0,20 0,18 0,21 0,25 0,16 	0,23 0,23 0,23 0,23 0,08 
198	Z1	0,20 0,19 0,21 0,25 0,16 	0,23 0,23 0,23 0,23 0,08 
199	Z2	0,20 0,19 0,22 0,25 0,16 	0,23 0,23 0,23 0,23 0,08 
200	Z2	0,19 0,18 0,22 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
201	Z2	0,19 0,18 0,22 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
202	Z2	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
203	Z3	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
204	Z2	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
205	Z2	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
206	Z3	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
207	Z4	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
208	Z3	0,19 0,18 0,23 0,25 0,15 	0,23 0,23 0,23 0,23 0,08 
209	Z3	0,19 0,18 0,23 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
210	Z4	0,18 0,18 0,23 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
211	Z3	0,18 0,17 0,23 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
212	Z3	0,18 0,17 0,23 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
213	Z4	0,18 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
214	Z3	0,18 0,17 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
215	Z4	0,18 0,17 0,22 0,26 0,16 	0,23 0,23 0,23 0,23 0,08 
216	Z3	0,18 0,17 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
217	Z3	0,18 0,17 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
218	Z3	0,18 0,17 0,22 0,27 0,16 	0,23 0,23 0,23 0,23 0,08 
219	Z3	0,18 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
220	Z3	0,18 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
221	Z4	0,18 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
222	Z3	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
223	Z2	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
224	Z2	0,17 0,16 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
225	Z3	0,17 0,16 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
226	Z2	0,17 0,16 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
227	Z1	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
228	Z0	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
229	Z1	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
230	Z1	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
231	Z2	0,17 0,17 0,22 0,28 0,16 	0,23 0,23 0,23 0,23 0,08 
232	Z2	0,17 0,17 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
233	Z1	0,17 0,18 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
234	Z2	0,17 0,17 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
235	Z1	0,17 0,18 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
236	Z1	0,17 0,18 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
237	Z1	0,17 0,18 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
238	Z0	0,17 0,18 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
239	Z1	0,17 0,19 0,23 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
240	Z0	0,17 0,19 0,22 0,27 0,15 	0,23 0,23 0,23 0,23 0,08 
241	Z1	0,17 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
242	Z0	0,18 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
243	Z0	0,18 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
244	Z0	0,18 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
245	Z1	0,18 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
246	Z1	0,18 0,19 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
247	Z1	0,18 0,20 0,22 0,26 0,15 	0,23 0,23 0,23 0,23 0,08 
248	Z1	0,18 0,20 0,22 0,26 0,14 	0,23 0,23 0,23 0,23 0,08 
249	Z1	0,18 0,20 0,22 0,26 0,14 	0,23 0,23 0,23 0,23 0,08 
250	Z0	0,18 0,20 0,22 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
251	Z1	0,18 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
252	Z1	0,18 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
253	Z0	0,19 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
254	Z0	0,19 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
255	Z1	0,19 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
256	Z2	0,19 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
257	Z1	0,19 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
258	Z2	0,19 0,21 0,22 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
259	Z3	0,18 0,21 0,22 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
260	Z3	0,18 0,21 0,21 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
261	Z2	0,18 0,21 0,22 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
262	Z3	0,18 0,21 0,22 0,25 0,14 	0,23 0,23 0,23 0,23 0,08 
263	Z3	0,18 0,21 0,22 0,26 0,14 	0,23 0,23 0,23 0,23 0,08 
264	Z3	0,18 0,21 0,22 0,26 0,14 	0,23 0,23 0,23 0,23 0,08 
265	Z2	0,18 0,21 0,22 0,26 0,14 	0,23 0,23 0,23 0,23 0,08 
266	Z2	0,18 0,21 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
267	Z3	0,18 0,21 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
268	Z3	0,18 0,20 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
269	Z3	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
270	Z3	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
271	Z3	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
272	Z3	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
273	Z4	0,18 0,20 0,22 0,27 0,14 	0,23 0,23 0,23 0,23 0,08 
274	Z3	0,17 0,20 0,21 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
275	Z2	0,17 0,20 0,22 0,28 0,13 	0,23 0,23 0,23 0,23 0,08 
276	Z2	0,17 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
277	Z2	0,17 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
278	Z2	0,17 0,20 0,23 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
279	Z1	0,17 0,20 0,23 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
280	Z0	0,17 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
281	Z0	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
282	Z1	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
283	Z1	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
284	Z2	0,18 0,20 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
285	Z1	0,17 0,21 0,22 0,27 0,13 	0,23 0,23 0,23 0,23 0,08 
286	Z1	0,17 0,21 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
287	Z2	0,17 0,21 0,23 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
288	Z1	0,17 0,21 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
289	Z1	0,17 0,21 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
290	Z1	0,17 0,22 0,22 0,26 0,13 	0,23 0,23 0,23 0,23 0,08 
